"brand_name","generic_name","years_with_data","mean_beneficiaries","latest_beneficiaries","mean_dosage_unit","latest_dosage_unit"
"Lexette","Halobetasol Propionate",5,206.4,69,20120.2,4550
"Lumryz","Sodium Oxybate",1,64,64,4546,4546
"Juxtapid","Lomitapide Mesylate",11,111.3,14,20583.5,4536
"Onpattro","Patisiran Sodium,Lipid Complex",5,35.4,30,4552.6,4530
"Humatrope","Somatropin",12,472.6,313,8067.5,4525
"Lidocaine HCl-Epinephrine","Lidocaine HCl/Epinephrine",12,103.8,63,4346.8,4519
"Leqvio","Inclisiran Sodium",2,1280.5,1840,3080.1,4498
"Fruzaqla","Fruquintinib",1,147,147,4494,4494
"Taltz Autoinjector (3 Pack)","Ixekizumab",8,911.1,1258,3024.5,4455
"Abraxane","Paclitaxel Protein-Bound",12,236.2,249,4557.2,4453
"Gleostine","Lomustine",8,677.4,662,4363.9,4431
"Arcalyst","Rilonacept",9,37.5,173,1059,4412
"Subvenite (Orange)","Lamotrigine",6,82.8,83,4186.5,4410
"Ery-Tab","Erythromycin Base",12,8857.9,34,711227.8,4396
"Cordran","Flurandrenolide",8,3937.2,1839,8473.2,4389
"BCG (Tice Strain)","BCG Live",12,458.8,709,2733.9,4385
"Tosymra","Sumatriptan",3,148.8,185,2911.7,4380
"Daypro","Oxaprozin",12,103.7,NA,29188,4345
"Kalbitor","Ecallantide",12,59.5,37,4265.4,4335
"Vibramycin","Doxycycline Calcium",12,896.6,22,344522.4,4320
"Isordil","Isosorbide Dinitrate",11,408,18,118319.9,4304
"Roweepra","Levetiracetam",8,706.2,11,152887.5,4296
"Symlinpen 60","Pramlintide Acetate",10,576.7,252,12093.1,4289
"Vyondys-53","Golodirsen",4,NA,NA,4185.5,4272
"Fosaprepitant Dimeglumine","Fosaprepitant Dimeglumine",5,433.8,691,2632.6,4267
"Comtan","Entacapone",9,2912.5,NA,2090911.1,4260
"True Comfort Pen Needle","Pen Needle, Diabetic",2,13,13,2700,4250
"Folivane-Ob","Mvn-Min 74/Iron Fum/Iron/FA",9,33.3,24,4779.2,4220
"Relenza","Zanamivir",12,321,104,8891.7,4208
"Granix","Tbo-Filgrastim",10,538.3,430,5938,4206.2
"Veklury","Remdesivir",2,196,263,3436.5,4206
"Plegridy Pen","PEGinterferon Beta-1a",10,953.7,443,7682.5,4195
"Sprix","Ketorolac Tromethamine",7,396.3,210,4996.9,4151
"Elite-Ob","Multivit-Min69/Iron/Folic Acid",9,61.3,27,8391,4150
"Sure-Ject Insulin Syringe","Syringe And Needle,Insulin,1ml",12,175.9,23,45525.8,4147
"Lotensin HCT","Benazepril/Hydrochlorothiazide",10,17.6,11,4079.6,4140
"Stalevo 125","Carbidopa/Levodopa/Entacapone",9,447,NA,302073.2,4140
"Humatin","Paromomycin Sulfate",2,40.5,66,2555.5,4116
"Glucagon Emergency Kit","Glucagon HCl",4,2367.5,2058,4264,4102
"Viagra","Sildenafil Citrate",12,26749.2,202,611815.2,4099
"Primaxin","Imipenem/Cilastatin Sodium",12,288.9,22,111630.2,4083
"Libtayo","Cemiplimab-Rwlc",6,52,106,1758.2,4081
"Zyprexa Relprevv","Olanzapine Pamoate",12,548.7,335,6661.8,4068
"Extavia","Interferon Beta-1b",12,484.8,59,48994.3,4045
"Balcoltra","Levonorgest/Eth.Estradiol/Iron",4,29.2,28,3633,4032
"Wymzya Fe","Noreth-Ethinyl Estradiol/Iron",10,73.7,17,16692.2,4032
"Delestrogen","Estradiol Valerate",12,546.3,293,6729.4,3988
"Gamastan","Immune Globul G (IgG)/Glycine",6,96.7,67,4274.8,3962
"Bylvay","Odevixibat",2,NA,NA,3330,3930
"Jadenu Sprinkle","Deferasirox",7,57.2,NA,14019.1,3930
"Cosentyx Syringe","Secukinumab",9,531.1,589,3127.8,3919.5
"Truqap","Capivasertib",1,56,56,3904,3904
"Menquadfi","Mening Vac A,C,Y,W135,C-Tet/PF",3,3060.7,6991,1687.3,3866
"Atropine Sulfate","Atropine Sulfate/PF",1,239,239,3854,3854
"Purixan","Mercaptopurine",8,14,NA,4324.2,3835
"Vancocin HCl","Vancomycin HCl",9,135.6,24,5478.4,3828
"Dermacinrx Lidorex","Lidocaine HCl",1,17,17,3785,3785
"Vanishpoint","Syringe-Needle,Insulin,0.5 Ml",10,57.4,12,14408.9,3770
"Bethkis","Tobramycin",9,17.1,NA,6951.1,3768
"Qnasl Children","Beclomethasone Dipropionate",9,200.7,120,3899.9,3753.6
"Gemmily","Norethindrone-E.Estradiol-Iron",3,24.3,24,3797.3,3720
"Beyaz","Drospir/Eth Estra/Levomefol Ca",12,69.4,14,11525.8,3696
"Enhertu","Fam-Trastuzumab Deruxtecn-Nxki",4,80,144,1830.2,3695
"Neulasta","PEGfilgrastim",12,2382.2,1671,5397.1,3691.8
"Reblozyl","Luspatercept-Aamt",4,185.2,256,2696.2,3677
"Iopidine","Apraclonidine HCl",12,142.8,46,4260,3663
"Casodex","Bicalutamide",10,150.6,20,25309.6,3630
"Lamotrigine (Green)","Lamotrigine",6,51.2,37,5159.2,3624
"Cloderm","Clocortolone Pivalate",10,774.2,59,77849.1,3600
"Sensorcaine","Bupivacaine HCl",9,18.2,NA,4164.6,3600
"Gardasil 9","HPv Vaccine 9-Valent/PF",9,1744.3,4779,1340.2,3592
"Adrenalin","Epinephrine",10,606.4,1928,2526.3,3588.651
"Neulasta Onpro","PEGfilgrastim",8,1266.2,1543,2791.2,3584.6
"Patanase","Olopatadine HCl",9,10231.5,47,982653.1,3538
"Loestrin","Norethindrone Ac-Eth Estradiol",9,20.3,24,1983.3,3535
"PNV-Select","Prenatal,Calc.40/Iron/Folate 1",12,100.6,31,12622.2,3533
"Taytulla","Norethindrone-E.Estradiol-Iron",7,49.3,13,6644.3,3500
"Diclegis","Doxylamine Succinate/Vit B6",6,145.2,34,15733.2,3492
"Apexicon E","Diflorasone Diacet/Emollient",3,178,34,24350,3480
"Amicar","Aminocaproic Acid",9,553.7,17,183336.5,3463
"Norlyda","Norethindrone",7,1323.3,47,209389.7,3444
"Saphnelo","Anifrolumab-Fnia",3,171.7,298,1801.3,3442
"Revcovi","Elapegademase-Lvlr",2,NA,NA,2610,3384
"Assure Id Insulin Safety","Syringe,Needle,Insuln,Sf 0.5ml",10,69.8,17,22232.7,3360
"Crysvita","Burosumab-Twza",5,82.6,120,2286.8,3343
"Twyneo","Tretinoin/Benzoyl Peroxide",2,48.5,57,2565,3330
"Atelvia","Risedronate Sodium",12,14251.3,117,349296.5,3286
"Tyblume","Levonorgestrel/Ethin.Estradiol",2,32,32,2226,3276
"Aristada Initio","Aripiprazole Lauroxil,Submicr.",6,1023.2,1249,2645.9,3275.2
"C-Nate DHA","PNV 11/Iron Fum/Folic Acid/Om3",10,49.2,32,4110.9,3240
"Ultra Flo Insulin Syringe","Syring-Needl,Disp,Insul,0.3 Ml",2,16,15,3215,3230
"Wescap-Pn DHA","Multivit 47/Iron/Folate 1/DHA",2,30.5,43,2725.5,3223
"Syprine","Trientine HCl",9,66.7,NA,27721.1,3220
"Altabax","Retapamulin",8,1430,89,48239.8,3210
"Dysport","Abobotulinumtoxina",12,273.8,640,1214.5,3196
"Bd Insulin Syringe Ult-Fine II","Syringe And Needle,Insulin,1ml",12,489.6,15,101369.6,3180
"Bonjesta","Doxylamine Succinate/Vit B6",6,37.7,38,3284.7,3148
"Trazimera","Trastuzumab-Qyyp",4,107.7,174,1285.2,3126
"Xelstrym","Dextroamphetamine",1,47,47,3085,3085
"Elelyso","Taliglucerase Alfa",12,11,NA,3756.2,3071
"Vyvgart Hytrulo","Efgartigimod-Hyaluronidas-Qvfc",1,86,86,3068.8,3068.8
"Eclipse Syringe","Syringe And Needle,Insulin,1ml",10,27.5,25,4378.7,3062
"Fortesta","Testosterone",12,1008.1,18,236537.5,3060
"Epipen 2-Pak","Epinephrine",12,100560.1,1172,238946.5,3044
"Mesna","Mesna",10,28.1,21,2325.4,3042
"Cyclogyl","Cyclopentolate HCl",12,594.1,272,5082.2,3024
"Albuked-25","Albumin Human",2,NA,NA,9529,3008
"Joenja","Leniolisib Phosphate",1,NA,NA,3000,3000
"Ultiguard Safepack-Insulin Syr","Syr-Nd,Ins,0.5/Container,Empty",2,13,13,2400,3000
"Vusion","Miconazole Nitrate/Zinc Ox/Pet",7,266.6,21,26281.1,3000
"Cytarabine","Cytarabine/PF",12,64.5,57,5852.1,2994.18
"Crinone","Progesterone, Micronized",7,108.8,48,3930.1,2948.625
"Methitest","Methyltestosterone",9,52.7,NA,3077.4,2940
"Flolipid","Simvastatin",4,33,NA,9606.2,2925
"Dartisla","Glycopyrrolate",2,24.5,28,2526,2900
"Cleocin","Clindamycin Phosphate",12,1279.3,455,6884.1,2840
"Frova","Frovatriptan Succinate",12,1049.9,53,56458.4,2835
"Marinol","Dronabinol",9,231.6,NA,55466.9,2820
"Tropicamide","Tropicamide",12,3246,223,28796.8,2818
"Bentyl","Dicyclomine HCl",10,293,11,70133,2816
"Tri-Vylibra Lo","Norgestimate-Ethinyl Estradiol",2,19.5,23,2268,2800
"Uplizna","Inebilizumab-Cdon",2,38,48,1893,2796
"Vfend","Voriconazole",12,75.2,19,15852.6,2769
"Verdeso","Desonide",4,38,22,4487.5,2750
"Engerix-B Adult","Hepatitis B Virus Vaccine/PF",12,1675.2,1694,2678.5,2749
"Vfend IV","Voriconazole",12,100.9,54,12297.8,2744.15
"Easy Touch Fliplock Insulin","Syringe,Needle,Insuln,Safe,1ml",8,39.2,16,9755.6,2739
"Diprolene","Betamethasone/Propylene Glyc",8,85.5,17,11735.2,2730
"Nuvessa","Metronidazole",6,156.4,336,1616.7,2720
"Impavido","Miltefosine",6,14.7,24,1619.3,2688
"Varivax Vaccine","Varicella Vaccine Live/PF",12,1310.4,2193,1567.8,2671
"Herceptin","Trastuzumab",12,296.5,105,5215.3,2663
"Larissia","Levonorgestrel/Ethin.Estradiol",7,726.6,33,131268.3,2660
"Myalept","Metreleptin",8,15.2,13,2911.5,2660
"Hemangeol","Propranolol HCl",1,NA,NA,2640,2640
"Pandel","Hydrocortisone Probutate",5,41.7,22,6996,2640
"Symfi Lo","Efavirenz/Lamivu/Tenofov Disop",6,24.2,12,4359.7,2640
"Conzip","Tramadol HCl",10,237.3,NA,25154.8,2639
"Pregnyl","Chorionic Gonadotropin, Human",12,98.8,196,1078.5,2633
"Regonol","Pyridostigmine Bromide",8,NA,NA,2258,2600
"Ultiguard Safepack-Insulin Syr","Syr,Ndl,Insulin,1ml-Sharps Bin",2,12,12,2090,2600
"Alymsys","Bevacizumab-Maly",1,19,19,2584,2584
"Chateal Eq","Levonorgestrel/Ethin.Estradiol",5,15,15,1937.6,2576
"Lodoco","Colchicine",1,39,39,2557,2557
"Magnesium Chloride","Magnesium Chloride",5,NA,NA,24647.5,2555.3
"Rybrevant","Amivantamab-Vmjw",3,11,11,1416.3,2548
"Tri Femynor","Norgestimate-Ethinyl Estradiol",6,513,35,104173.3,2548
"Emcyt","Estramustine Phosphate Sodium",12,101.2,19,23931.5,2545
"Vigamox","Moxifloxacin HCl",10,204335.8,289,1114382.9,2545
"Ogsiveo","Nirogacestat Hydrobromide",1,14,14,2520,2520
"Heplisav-B","Hepatitis B Vaccine/Cpg1018/PF",1,3197,3197,2514.5,2514.5
"Cablivi","Caplacizumab-Yhdp",5,33.2,48,1768.4,2499
"Sunlenca*","Lenacapavir Sodium",1,320,320,2492.5,2492.5
"Imitrex","Sumatriptan",12,266.2,99,5946.9,2478
"Tydemy","Drospir/Eth Estra/Levomefol Ca",5,12,12,1646.4,2464
"Virt-C DHA","Mvn-Min75/Iron/Iron Ps/Om3/DHA",9,31.4,15,3587.9,2450
"Somatuline Depot","Lanreotide Acetate",10,528.9,674,1798.6,2447.1
"Gablofen","Baclofen",8,64.1,27,4337.8,2440
"Actimmune","Interferon Gamma-1b,Recomb.",9,49.8,43,2537.8,2432
"Bexsero","Meningococcal B Vaccine,4-Comp",7,1406.6,3444,1197.4,2363
"Xylocaine With Epinephrine","Lidocaine HCl/Epinephrine",10,23.5,26,1162.8,2337
"Promethazine Vc-Codeine","Promethazine/Phenyleph/Codeine",8,830.4,12,239689.6,2330
"Lyleq","Norethindrone",2,27,27,1484,2324
"Pretomanid","Pretomanid",4,14.7,18,1473.2,2317
"Ultilet Pen Needle","Pen Needle, Diabetic",6,NA,NA,2281,2300
"Prenate Mini","Prenatal Vit 87/Iron/Folic/DHA",9,137,20,13943.6,2293
"Paromomycin Sulfate","Paromomycin Sulfate",12,354.9,49,26538,2290
"Gynazole 1","Butoconazole Nitrate",10,370.4,140,2715,2285
"Auvi-Q","Epinephrine",7,1876.1,782,1559.1,2282
"Levamlodipine Maleate","Levamlodipine Maleate",2,16,16,1590,2280
"Subsys","Fentanyl",10,955,NA,597577.5,2280
"Aveed","Testosterone Undecanoate",10,162,223,1575,2274
"Ciprofloxacin HCl-Fluocinolone","Ciprofloxacin HCl/Fluocinolone",2,198,110,2466.2,2230.5
"Cefaclor ER","Cefaclor",12,147.1,103,3688,2230
"Cycloserine","Cycloserine",10,20.9,NA,4107.1,2224
"Luzu","Luliconazole",10,560.9,26,49834.8,2220
"Ultra Comfort","Syring-Needl,Disp,Insul,0.3 Ml",12,605.4,27,187544.7,2206
"Accolate","Zafirlukast",9,196.3,13,72299.6,2202
"Livmarli","Maralixibat Chloride",2,NA,NA,1623,2195
"Poteligeo","Mogamulizumab-Kpkc",5,11,11,1477,2190
"Cyred Eq","Desogestrel-Ethinyl Estradiol",5,17.8,19,3306.8,2184
"Hycodan","Hydrocodone Bit/Homatrop Me-Br",3,21.5,NA,4102,2180
"Lamotrigine (Blue)","Lamotrigine",6,45,47,1958.5,2169
"Ultilet Insulin Syringe","Syring-Needl,Disp,Insul,0.3 Ml",6,29.2,NA,3446.3,2160
"Ilaris","Canakinumab/PF",12,93.8,229,814.2,2154
"Lamotrigine ODT (Orange)","Lamotrigine",6,80.5,61,2874.3,2135
"Betadine","Povidone-Iodine",12,48.5,28,2688.2,2130
"PNV Tabs 20-1","PNV No.163/Iron/Folate No.10",3,20.5,NA,2560,2130
"Kanjinti","Trastuzumab-Anns",4,96.5,145,1399.3,2121
"Stalevo 75","Carbidopa/Levodopa/Entacapone",9,278.2,NA,163361.2,2112
"Xopenex","Levalbuterol HCl",12,1425.1,NA,555106.3,2112
"Erythrocin Lactobionate","Erythromycin Lactobionate",11,19.2,NA,21086.5,2110
"Uro-Mp","Meth/Meblue/Sod Phos/Psal/Hyos",7,74.3,NA,3631.3,2106
"Assure Id Insulin Safety","Syringe,Needle,Insuln,Safe,1ml",7,18,13,5309.7,2100
"Clindacin","Clindamycin Phosphate",1,14,14,2100,2100
"Orfadin","Nitisinone",8,NA,NA,1377,2100
"Firmagon","Degarelix Acetate",11,336.5,384,1765,2098
"Tabloid","Thioguanine",8,62.7,21,8364.6,2090
"Mafenide Acetate","Mafenide Acetate",3,18.3,NA,9516,2082
"Targadox","Doxycycline Hyclate",8,70.7,20,5256.9,2079
"Co Q-10","Ubidecarenone",2,NA,NA,1492,2073
"Betamethasone Sod Phos-Acetate","Betamethasone Acetate,Sod Phos",10,442,322,26126.9,2060
"Phenobarbital Sodium","Phenobarbital Sodium",11,68.3,34,2904.1,2051.77
"Feldene","Piroxicam",12,53.6,NA,9987.9,2050
"Excilon","Non-Adherent Bandage",5,NA,NA,1632,2045
"Nitisinone","Nitisinone",3,NA,NA,1850,2040
"Cidofovir","Cidofovir",11,39.8,31,2899.7,2038.5
"Rabavert","Rabies Vaccine (Pcec)/PF",9,315.5,1039,631.1,2014
"Citranatal B-Calm","Prenatal 48/Iron/Folic Acid/B6",10,18.2,NA,2301,2010
"Marcaine","Bupivacaine HCl",9,47.3,25,18620.8,2006
"Elite-Thin","Syringe And Needle,Insulin,1ml",4,11,NA,1742.5,1980
"Cuvrior","Trientine Tetrahydrochloride",1,NA,NA,1976,1976
"Microdot Insulin Pen Needle","Pen Needle, Diabetic",2,12,12,1535,1970
"Acthib","Haemoph B Poly Conj-Tet Tox/PF",12,761.8,1548,924.7,1967
"Ergoloid Mesylates","Ergoloid Mesylates",12,294.9,NA,138692.6,1966
"Voquezna","Vonoprazan Fumarate",1,48,48,1964,1964
"Vanflyta","Quizartinib Dihydrochloride",1,24,24,1960,1960
"Renal Caps","B Complex W-C No.20/Folic Acid",12,2370.3,NA,369385.3,1959
"Virt-Caps","B Complex W-C No.20/Folic Acid",10,114.1,NA,16694,1957
"Analpram HC*","Hydrocortisone/Pramoxine",10,156.8,27,10307.3,1952
"Absorica","Isotretinoin",11,63.5,22,6777.4,1950
"Fareston","Toremifene Citrate",11,228.2,NA,37446.9,1950
"IV Prep Wipes","Alcohol Antiseptic Pads",12,34.8,NA,4597.5,1950
"Vitafol-One","Prenatal 26/Iron Ps/Folic/DHA",10,108.1,22,11222,1950
"Paclitaxel Protein-Bound","Paclitaxel Protein-Bound",2,160,141,2579.5,1938
"Enspryng","Satralizumab-Mwge",4,126.5,220,1070.2,1935
"Quzyttir","Cetirizine HCl",3,12,12,1298,1931
"Anaspaz","Hyoscyamine Sulfate",12,325.1,14,47305.8,1925
"Sustiva","Efavirenz",12,5108.1,13,1401695.3,1920
"Xerese","Acyclovir/Hydrocortisone",12,333.1,228,3295.8,1915
"Amethia","L-Norgest/E.Estradiol-E.Estrad",10,510,18,63652.7,1911
"Rystiggo","Rozanolixizumab-Noli",1,62,62,1902,1902
"Healthy Accents Unifine Pentip","Pen Needle, Diabetic",12,1818.5,NA,548828.2,1900
"Gvoke PFS 1-Pack Syringe","Glucagon",5,3103.6,4601,1248.1,1873.8
"Trodelvy","Sacituzumab Govitecan-Hziy",4,31.5,63,1122.5,1871
"Eylea","Aflibercept",12,2236.2,7025,581.2,1861.95
"Amcinonide","Amcinonide",12,1297.9,30,150492.9,1860
"Wesnate DHA","PNV 11/Iron Fum/Folic Acid/Om3",2,15,15,1155,1860
"Sovaldi","Sofosbuvir",11,5593.1,18,503518.5,1850
"Dichlorphenamide","Dichlorphenamide",1,NA,NA,1845,1845
"Phospholine Iodide","Echothiophate Iodide",9,495.6,50,15898.7,1840
"Ilumya","Tildrakizumab-Asmn",6,373.8,629,1029.7,1833
"Litetouch Insulin Syringe","Syringe-Needle,Insulin,0.5 Ml",9,37.9,NA,8648.9,1810
"Glycate","Glycopyrrolate",2,58.6,NA,1537.5,1800
"Olux-E","Clobetasol Propionate/Emoll",7,51.6,NA,5571.4,1800
"Tasmar","Tolcapone",11,194.1,NA,100486,1770
"Magellan Insulin Safety Syrng","Syringe,Needle,Insuln,Sf 0.5ml",12,46.6,NA,9203.7,1750
"Akeega","Niraparib/Abiraterone",1,16,16,1740,1740
"Lacrisert","Hydroxypropyl Cellulose",10,1082.3,11,275319.8,1740
"Maxi-Comfort","Syringe And Needle,Insulin,1ml",12,47.8,12,8349.2,1739
"Chorionic Gonadotropin","Chorionic Gonadotropin, Human",10,184.3,145,1966.3,1734
"Easy Touch Sheathlock Insulin","Syringe,Needle,Insuln,Safe,1ml",8,57.4,NA,10823.9,1711
"Zepatier","Elbasvir/Grazoprevir",8,2075.6,23,157016.4,1708
"Solodyn","Minocycline HCl",12,172.5,11,16248.9,1694
"Esomeprazole Sodium","Esomeprazole Sodium",7,27.9,NA,1715.9,1684
"Mentax","Butenafine HCl",12,993.2,37,62864.9,1671
"Faslodex","Fulvestrant",12,390.5,29,22341.7,1660
"Multi-Vitamin W-Fluoride-Iron","Pedi Multivit 45/Fluoride/Iron",1,NA,NA,1650,1650
"Multivitamin With Fluoride","Pedi Multivit No.2 W-Fluoride",4,11,NA,1090,1650
"Taron-C DHA","Mvn-Min75/Iron/Iron Ps/Om3/DHA",9,53.2,16,6153.4,1650
"Lindane","Lindane",12,1984.3,17,175070.1,1620
"Daraprim","Pyrimethamine",10,328.9,NA,59995.1,1580
"Litfulo","Ritlecitinib Tosylate",1,26,26,1568,1568
"Cleocin Phosphate","Clindamycin Phosphate",10,106.8,12,66071.1,1562
"Vitafol-Ob+DHA","Prenatal Vit 10/Iron/Folic/DHA",11,32.5,11,6856.4,1560
"Inpen (For Humalog)","Insulin Pen,Reusable,Bt Lispro",6,728.7,1311,871,1549
"Pr Natal 400 EC","PNV19/Iron Bg,S.P/Folic Ac/Om3",3,NA,NA,994.3,1543
"Sajazir","Icatibant Acetate",2,29.5,43,1113,1539
"Ziextenzo","PEGfilgrastim-Bmez",4,451.2,809,903.4,1538.8
"Mitomycin","Mitomycin",12,292.2,202,3327.5,1513.74
"Fulphila","PEGfilgrastim-Jmdb",6,337.5,691,722.8,1512
"Acular","Ketorolac Tromethamine",12,269.8,160,3207.1,1510
"Virt-Pn DHA","Multivit 47/Iron/Folate 1/DHA",9,119.4,15,12480.6,1498
"Prodigy Insulin Syringe","Syringe And Needle,Insulin,1ml",12,160.9,12,41271,1472
"Lillow","Levonorgestrel/Ethin.Estradiol",7,266.4,19,52372.6,1456
"Varubi","Rolapitant HCl",7,648.3,187,2884.6,1454
"Xeloda","Capecitabine",3,NA,NA,1437.3,1454
"Depo-Medrol","Methylprednisolone Acetate",12,3990.2,604,11463.6,1447
"Inpen (For Novolog Or Fiasp)","Insulin Pen,Reusable,Bt,Aspart",6,667,1228,797.7,1441
"Sky Safety Pen Needle","Pen Needle, Diabetic, Safety",1,NA,NA,1440,1440
"Temozolomide","Temozolomide",4,62.2,41,3246.5,1429
"Myobloc","Rimabotulinumtoxinb",10,234.9,461,839.8,1409
"Phesgo","Pertuzumab-Trastuzumab-Hy-Zzxf",3,19,18,1005,1405
"Tetracaine HCl","Tetracaine HCl",8,117.8,136,2047.6,1399
"Drizalma Sprinkle","Duloxetine HCl",5,2115,30,187962.6,1394
"Bendamustine HCl","Bendamustine HCl",1,46,46,1384,1384
"Absorica Ld","Isotretinoin, Micronized",4,12.5,14,1207.5,1380
"Prenatal Plus Vitamin-Mineral","Prenatal Vit No.180/Iron/Folic",1,15,15,1380,1380
"Children'S Multivitamin","Pediatric Multivitamin No.17",2,NA,NA,1274.5,1378
"Vivjoa","Oteseconazole",2,52.5,71,990,1368
"Airduo Digihaler","Fluticasone Propion/Salmeterol",4,365.8,558,834,1367
"Marcaine","Bupivacaine HCl/PF",11,82.2,49,8018.9,1360
"PNV-Omega","Mv-Mins 71/Iron/Folic No.1/DHA",6,12,NA,1307.5,1357
"Terumo Insulin Syringe","Syringe-Needle,Insulin,0.5 Ml",12,127.2,11,23509.2,1352
"Jemperli","Dostarlimab-Gxly",2,25,25,830,1350
"Ximino","Minocycline HCl",2,25,13,1035,1350
"Prenate Pixie","Prenatal Vit 85/Iron/FA 1/DHA",8,24.3,NA,2765,1349
"Epifoam","Hydrocortisone/Pramoxine",8,101.4,87,1437,1340
"Luer-Lok Syringe","Syringe,Insulin,Needless 1 Ml",10,43.3,37,2741.6,1334
"Sinemet 10-100","Carbidopa/Levodopa",8,49,NA,32741.1,1330
"Topotecan HCl","Topotecan HCl",9,22.8,36,573.8,1330
"Padcev","Enfortumab Vedotin-Ejfv",4,23.5,42,841.8,1328
"Clindesse","Clindamycin Phosphate",9,411.8,154,2930.2,1327.4
"Abilify Mycite","Aripiprazole",5,15,NA,1194,1320
"Easy Touch Luer Lock Insulin","Syringe,Insulin,Needless 1 Ml",1,35,35,1317,1317
"Ozurdex","Dexamethasone",11,223.6,553,455.9,1315
"Decitabine","Decitabine",11,57.1,79,817.7,1301
"Mycobutin","Rifabutin",12,522.5,21,67073.2,1294
"Rosuvastatin-Ezetimibe","Ezetimibe/Rosuvastatin Calcium",2,154.5,23,13210,1290
"Tascenso ODT","Fingolimod Lauryl Sulfate",1,NA,NA,1290,1290
"Evkeeza","Evinacumab-Dgnb",3,13.5,16,719.1,1285.8
"Rivelsa","L-Norgest/E.Estradiol-E.Estrad",3,NA,NA,1092,1274
"Acanya","Clindamycin Phos/Benzoyl Perox",12,314.1,NA,21004.4,1263
"Catapres-Tts 3","Clonidine",12,930,37,28698.7,1242
"Litetouch Insulin Syringe","Syring-Needl,Disp,Insul,0.3 Ml",10,101,NA,28417.4,1240
"Enalaprilat","Enalaprilat Dihydrate",4,NA,NA,2140,1234
"Arixtra","Fondaparinux Sodium",12,228.9,NA,10578.4,1223.5
"Proctocort","Hydrocortisone",12,220.1,27,10250.7,1221.2
"Armonair Digihaler","Fluticasone Propionate",3,225,476,598.3,1202
"Protopic","Tacrolimus",10,6874.5,14,768050.3,1200
"Nuvaring","Etonogestrel/Ethinyl Estradiol",10,2058.4,164,12651.8,1193
"Bactrim","Sulfamethoxazole/Trimethoprim",9,24.7,15,1878,1188
"Zonalon","Doxepin HCl",6,511.2,12,29010.8,1170
"Coly-Mycin M Parenteral","Colistin (Colistimethate Na)",10,20,12,1969,1146.5
"Vitafol Fe Plus","PNV 102/Iron/Folate/DHA",2,13,13,915,1140
"Tyvaso Starter Kit","Treprostinil/Nebulizer/Accesor",4,21,14,1725.5,1136.8
"Rituxan Hycela","Rituximab/Hyaluronidase,Human",7,29,23,1075.2,1110.2
"Velcade","Bortezomib",12,461,72,7712,1109.6
"Zyclara","Imiquimod",12,2231.7,69,38461.1,1107.5
"Humira Pen Psor-Uveits-Adol Hs","Adalimumab",10,1588.5,142,8634.3,1104
"Udenyca","PEGfilgrastim-Cbqv",5,442.6,533,941.5,1090.6
"Desferal Mesylate","Deferoxamine Mesylate",9,19.3,NA,1024.4,1082
"Aygestin","Norethindrone Acetate",12,27.2,NA,2175.4,1078
"Migranal","Dihydroergotamine Mesylate",12,506.5,27,11597.8,1076
"Zilretta","Triamcinolone Acetonide",5,229.2,531,441.2,1064
"Digitek","Digoxin",10,35079.3,17,6123574.7,1063
"Uzedy","Risperidone",1,1164,1164,1059.9,1059.9
"Nitrolingual","Nitroglycerin",6,5846.9,47,152358.5,1056.6
"Vitafol-Ob","Prenatal Vit 10/Iron Fum/Folic",11,60.2,17,5482.2,1050
"Briumvi","Ublituximab-Xiiy",1,40,40,1032,1032
"Cefotetan","Cefotetan Disodium",6,36.8,20,5931.6,1030
"Elfabrio","PEGunigalsidase Alfa-Iwxj",1,NA,NA,1030,1030
"Cleocin HCl","Clindamycin HCl",12,103.3,32,4352.3,1022
"Evenity","Romosozumab-Aqqg",5,64.2,145,329,1020.24
"Zemplar*","Paricalcitol",10,894.9,NA,86778.3,1020
"Gvoke PFS 2-Pack Syringe","Glucagon",5,1178.4,1676,722.5,1018.4
"Merzee","Norethindrone-E.Estradiol-Iron",1,NA,NA,1008,1008
"Safyral","Drospir/Eth Estra/Levomefol Ca",11,28.3,NA,2303.6,980
"Apomorphine HCl","Apomorphine HCl",2,11,NA,831,969
"Kapvay","Clonidine HCl",10,25.8,NA,8439.6,968
"Tegsedi","Inotersen Sodium",5,61,20,2694.9,966
"Virt-Nate DHA","PNV 11/Iron Fum/Folic Acid/Om3",8,37.3,13,3777.5,960
"Vincristine Sulfate","Vincristine Sulfate",12,111.8,138,847.7,949
"Maxzide-25 Mg","Triamterene/Hydrochlorothiazid",12,567.2,12,104040,944
"Dermacinrx Pretrate","Prenatal Vit No.170/Iron/Folic",1,NA,NA,930,930
"Nymyo","Norgestimate-Ethinyl Estradiol",3,48,20,5292,924
"Erythrocin Stearate","Erythromycin Stearate",10,4351,NA,444860.6,900
"Vanos","Fluocinonide",12,669.9,NA,93091.8,900
"Antivert","Meclizine HCl",3,76.3,23,4372,898
"Menactra","Mening Vac A,C,Y,W-135 Dip/PF",12,3327.8,1543,2030,885
"Monurol","Fosfomycin Tromethamine",12,17019.1,311,75213.7,884
"Halaven","Eribulin Mesylate",12,41.9,24,1694.8,882
"Kadcyla","Ado-Trastuzumab Emtansine",11,54.5,51,825.5,882
"Atripla","Efavirenz/Emtricit/Tenofovr Df",10,13073.3,12,3544346.9,875
